ATT:Id;ATT:Name;ATT:ParkingArea;ATT:Description;ATT:Type;COM:Id;LOC:Id;ADD:Id
282;I forti del Belvedere;False;"Vennero costruiti in località Baite durante la Grande Guerra dalla brigata Lupi di Toscana quale punto di controllo del territorio circostante. Infatti sono posti in cima ad una roccia dalla quale dominano tutta la Val di Daoneed il fronte del Dosso dei Morti. 
Abbandonati dopo la fine della guerra, sono rimasti in disuso fino ai giorni nostri quando sono stati riscoperti come attrazione turistica e meta di passeggiate a contatto con la natura.Dopo qualche lavoro di pulizia da parte della Pro Loco di Prezzo, vista l'indubbia rilevanza storica rivestita dalle battaglie tra italiani e asburgici combattute nella nostra valle, il cui esito ha portato il Trentino a diventare italiano, sono stati inseriti nel progetto di valorizzazione ambientale e turistico dell’Ecomuseo della Val del Chiese. A seguito di ulteriori pulizie dagli arbusti, del rifacimento del sentiero e della messa in posa di bacheche informative per i turisti e i valligiani, si intende aumentarne la notorietà, sicuri che chiunque decida di recarvisi percorrerà una piacevole escursione adatta a tutti e verrà ripagato da paesaggi davvero mozzafiato.";Forte;0;209;128
283;Parco Pineta ;False;" Al limitare del paese, affacciato sul fiume Sarca il Parco Pineta offre un'area verde attrezzata a due passi da casa. 
- Giochi per bambini
- Anfiteatro e piazza
- Servizi igienici
- campetto calcetto
- campetto basket
e nelle vicinanze:
- Campo Sportivo
- Bocciodromo
- Campi da Tennis
- Palazzo del Ghiaccio
SUPERFICIE:- 120.000 metri quadrati";Parchi e orti botanici;0;210;129
284;Parco Ciclamino - Pinzolo;False;In posizione centrale, dove verrà realizzata la nuova Biblioteca Comunale, il Parco Ciclamino offre uno spazio verde curato nel centro di Pinzolo. All'interno del parco si trova il monumento a Nepomuceno Bolognini. SUPERFICIE: - 4.000 metri quadrati;Parchi e orti botanici;0;211;129
285;"Parco ""ai sàs"" - S. Antonio di Mavignola";False;Parco attrezzato con giochi per bambini, illuminazione, panchine, gradinate e green forum.;Parchi e orti botanici;0;212;130
286;Conca Verde - Madonna di Campiglio;False;La Conca Verde di Madonna di Campiglio si estende dal Laghetto di Campiglio a Piazza Righi.  Posizione centrale e privilegiata per un parco attrezzato con giochi per bambini, campi da tennis, vialetti, panchine. Tra la Conca Verde e il Laghetto di Campiglio si trova il Punto di Lettura della Biblioteca di Pinzolo presso lo Chalet Laghetto. SUPERFICIE: - 37.000 metri quadrati;Parchi e orti botanici;0;213;130
287;Val San Valentino;False;"In passato, Val San Valentino era una nota e antica via di comunicazione con le popolazioni camune e numerosi rustici la costellano a partire dalla località San Valentino e fino agli alpeggi in quota. L’accesso alla Val San Valentino avviene dagli abitati di Darè, Vigo Rendena e Javrè. Offre diverse opportunità di escursione e ampi panorami sulla Busa di Tione.  
Raggiunta la chiesetta di San Valentino si prosegue in auto fino alla località Gorck. La strada poi si divide: a destra prosegue per Vauclo (1198 m) da dove si sale al parcheggio Binola e quindi a Malga Praino. A sinistra, invece, si prosegue fino a Pian del Forno. Da entrambe le strade è possibile imboccare il sentiero Sat n. 224, inizialmente doppio poi unico, che risale la Valletta Bassa passando per Malga Coel di Vigo (1567 m). Si risale, quindi, un ripido gradone da cui scende la bella cascata di Valletta alta e si entra nella omonima Valletta. Su un grosso masso, in vista dei ruderi del baito di Valletta alta, si trovano segnalate le tre possibili successive direzioni di marcia.Proseguendo in direzione sud-ovest si risale la Valletta alta; per pendii prima erbosi e poi detritici, si raggiunge il Passo di San Valentino (2765 m). Nei dintorni del passo sono ancora presenti tracce e residuati delle fortificazioni austriache.Per chi imbocca la destra si risale il ripido gradone che porta alla selvaggia Valle di Cavento caratterizzata da numerose colonie di marmotte. Qui il Bivacco Dossòn, a 2360 metri, è un ottimo punto di appoggio per salire alla Bocca di Conca (2674 m), sulla cresta sud est del Carè Alto, e scendere quindi nella Valle di Conca, al rifugio Carè Alto e in Val Borzago (segnavia n° 222). Si può anche salire fino al Passo delle Vacche (2872 m), alla base della cresta sud-ovest del Carè Alto e di lì scendere in Val di Fumo. Il terzo itinerario (segnavia n° 225) gira a sinistra e risale con tratti attrezzati il versante occidentale del Costòn della Vallina per raggiungere il Bivacco della Cunella (2150 m) o scendere verso Malga Geredol.L’ambienteLa Valle deve il suo nome alla chiesetta dedicata a San Valentino costruita, alla fine del XIV secolo, dalle comunità di Vigo Rendena, Darè e Javrè a protezione delle mandrie che salivano alle malghe.È edificata su un promontorio all’imbocco della Valle, in un luogo particolarmente panoramico che offre un’ampia visuale sulla “Busa di Tione”, la bassa Rendena, il Gruppo di Brenta ad est, le vette del Gruppo del Carè Alto ad ovest. Della costruzione originaria è rimasta solo l’abside. Gli affreschi conservati sono attribuiti a Simone Baschenis e raffigurano l’Annunciazione, Cristo pantocreatore, gli Evangelisti. La Val di San Valentino si sviluppa con andamento est-ovest dalla Val Rendeva fino allo spartiacque tra i bacini del fiume Sarca e del Chiese, rappresentato dai versanti orientali della Cima Cop di Casa e dalla linea Cresta di San Valentino-Corno di Vigo e Corno di Mezzo-versante meridionale del Carè Alto.La Valle è formata da tre rami principali: quello più orientale, chiamato Stracciola, è percorso dal rio Tecino e attraverso la Bocca della Cunella (2529 m) si collega con la Val Breguzzo. Il secondo è quello formato dal corso del rio Bedù di San Valentino che nel suo tratto superiore, tra i piani della Malga Coel di Vigo e il Passo di San Valentino, prende il nome di Valletta, suddivisa in bassa e alta. Questa separazione corrisponde alla confluenza del terzo ramo sulla sinistra idrografica, rappresentato dalla Val Cavento ai piedi del versante meridionale del Carè Alto. Dal punto di vista geologico, nei pressi di Malga Coel di Vigo, si ha la zona di contatto di micascisti e paragneiss con le rocce tonalitiche. Numerosi rustici costellano la valle a partire dalla località San Valentino e fino agli alpeggi in quota. La Valle, in passato, era una nota e antica via di comunicazione con le popolazioni camune: antichi documenti testimoniano i transiti attraverso i passi di San Valentino (2765 m), di Mezzo (2805 m), delle Vacche (2854 m). Il Passo di San Valentino costituisce il più antico valico tra la Val Rendena e la Val di Fumo. Nel medioevo la valle era franosa a causa delle miniere di pirite, estratta dal versante sinistro forse già nell’età del bronzo. Il versante destro della valle costituisce un’area di grande pregio naturalistico.";Luogo incantevole;0;214;131
288;Malga Rosa;False;Dalla malga si può godere di una visuale magnifica: infatti si domina tutta la Val Rendena, la “busa” di Tione ed inoltre, al paesaggio da cartolina, fanno da cornice la catena del Brenta, i monti della Valle del Chiese ed in lontananza anche il monte Bondone. Come arrivare:Seguendo le indicazioni, dalla piazza di Villa Rendena si sale imboccando una strada immersa nel verde con una piacevole alternanza di boschi e prati. Lungo la strada, che nei primi 2 Km sale ripida, si trovano numerosi masetti privati di recente ristrutturazione. Ad un certo punto si incontra il divieto, ma nei mesi di luglio e agosto, nelle giornate di giovedì, sabato e domenica e tutta la settimana di ferragosto, la strada è libera per coloro che volessero raggiungere la malga per acquistare formaggio. Dal cartello di divieto la strada è sterrata, ma ben tenuta e sale dolcemente attraversando il bosco. Altitudine: 1550Proprietà: ASUC Villa RendenaGestione e casaro: Dalbon ErmannoAnimali presenti: vacche, manze, cavalli, caprePeriodo alpeggio: 5 giugno- 30 settembreVendita diretta in malga: SIRistorazione : NOPernottamento: NOPartenza escursioni: Villa Rendena ( In Auto 8.00 km)Fondo Stradale: asfaltata e sterrata;Malga;0;215;132
289;Mas del Mont;False;"Dall'abitato di Toss, in direzione Nord-Est, lungo strada agricola asfaltata, fino alla località Pian della Sega (parcheggio). Subito prima dell’area pic-nic, in direzione est, si imbocca l’antica mulattiera che sale abbastanza ripida nella pineta per circa 400 m superando un dislivello di 120 m; dopo un’ampia curva a sinistra, il tracciato diviene semipianeggiante, sviluppandosi a mezza costa nello scosceso versante roccioso in corrispondenza della terrazza panoramica con notevole vista dall’alto sul sottostante Castel Thun, la Bassa Val di Non ed il Gruppo delle Dolomiti di Brenta; percorsi ulteriori 200 m di mulattiera fra gli stentati pini, si imbocca una strada forestale che, con modeste pendenze e due ampi tornanti, risale per circa 1,3 km il facile versante fittamente ricoperto da boschi di faggio fino alla radura di Prà Ciastel (q. 860 m s.l.m.) ove si possono osservare poco più avanti sulla sinistra, i pochi ruderi di un probabile luogo di sosta e cambio dei cavalli. Ignorata la stradina che si dirama sulla destra in leggera ascesa, si prosegue in direzione nord-est per circa 800 m lungo il tracciato pianeggiante attraverso il bosco misto di faggio e abeti, fino al fianco di una valletta (in corrispondenza di un’ampia curva a sinistra della strada forestale); abbandonando questa, si imbocca la pista forestale che si dirama sulla destra per circa 500 m, finché il percorso, divenuto esclusivamente pedonale (sentiero dei cavai), si abbassa nell’alveo della Val Marzana per poi risalire lungo il versante opposto (gradini in pietra in corrispondenza del guado), fino ad immettersi sulla strada forestale poco sopra Mas del Mont, raggiungibile svoltando a sinistra. Possibilità di sosta e area pic-nic.Informazioni utili:Altezza massima: 860Altezza minima: 536






";Percorso;0;216;133
290;Sentiero Romano ;False;"Il percorso, denominato localmente “sentiero romano” o della “Madonna Vecla”, si imbocca dal parco antistante l’antica chiesa di S.Martino di Vervò; dopo aver percorso il tratto lungo la cinta muraria del cimitero (dallo spigolo nord-est), il sentiero scende ripido lungo lo sperone roccioso sotto la chiesa di S.Martino (tratto attrezzato con fune metallica), ricalcando l’antico percorso delle “scalette” con tracce di vecchi gradonamenti e murature in sasso.  Successivamente il sentiero scende a mezza costa attraversando valletta del Busòn (nei punti più esposti cordino metallico), fino ad immettersi in una stradina forestale che porta al fondovalle della Forra del Pongaiola per poi risalire ripido l’opposto versante dove, mediante una passerella sospesa, si attraversa una valletta laterale; dopo circa 300 m, sulla destra, stradina che conduce ad una vecchia “calcara” (200 m dal percorso principale). Proseguendo lungo i bei pianori boscati del Monte di Vervò ci s’immette sulla strada che, in leggera discesa, conduce al Mas del Mont, mentre - svoltando a sinistra - si può raggiungere la malga di Vervò in circa 30 min. Da Vervò è inoltre possibile raggiungere la vicina località “Verginaz” (ca. 300 m dal tornante della strada provinciale della Predaia con possibilità di parcheggio); ampio parco attrezzato con panche e punti fuoco e notevole vista dalla terrazza panoramica sul complesso edilizio chiesastico di S.Martino a precipizio sulla forra del Pongaiola, sulla bassa Val di Non e, sullo sfondo, il Gruppo delle Dolomiti di Brenta.Informazioni utili:Durata: 3 ore andata e ritornoAltezza massima: 900Altezza minima: 705













";Percorso;0;176;10
291;Bacino - Lago di Tres ;False;A nord del paese di Tres si giunge allo sbarramento artificiale chiamato Lago di Tres o Bacino. In questo luogo, anticamente, venivano sepolti i morti da epidemie quali la peste. A ricordo è stata eretta una croce in sasso. Nel 1932 è stato eretto il primo sbarramento per la raccolta dell’acqua piovana per scopi irrigui, le pietre utilizzate per tale opera furono lavorate a mano dagli scalpellini del paese, molto noti ed apprezzati in molte parti del trentino. Negli anni novanta a seguito della ristrutturazione del lago, è stata abbellita la zona circostante con l’aggiunta di attrezzature per pic-nic.;Lago;0;217;10
292;Percorsi d'Anaunia ;False;Per collegare i molti luoghi di interesse storico, culturale, naturalistico, sono stati realizzati i percorsi d’Anaunia che, nella zona dell’Altopiano della Predaia, collegano i paesi di Tres, Sfruz, Smarano, Ton e Vervò attraverso i boschi e le campagne. E’ stata realizzata una cartina e delle segnaletiche in loco con la descrizione dei percorsi a disposizione preso i Comuni e le Pro Loco.;Percorso;0;218;134
293;Predaia Running Park;False;"Un Parco tematico per gli amanti della corsa, con percorsi per neofiti e per progrediti in uno scenario naturale di una bellezza incontaminata. I tre percorsi hanno tutti il punto di partenza presso il Parcheggio del Maneggio Agostini nella frazione di Tavon a 1 Km da Coredo.

    Volantino con informazioni e consigli utili


    Volantino con la descrizione dei tre percorsi
Ulteriori informazioni:Articolo dedicato dal blog di Pineta Hotels  ";Percorso;0;176;10
294;Monte Ozol;False;"Da Revò, seguendo una comoda mulattiera, si risalgono le pendici boscose del monte Ozol (3 ore di cammino).






 
Il monte Ozol è alto 1556 m.Sulla vicina cima del Caslir (1515 m.), nel 1902, venne scoperto uno fra i più importanti castellieri dell'età del Ferro (cultura Luco). ";Monte;0;219;135
295; Sentiero voto;False;"
Sentiero – strada forestale percorribile in rampichino. Si sale dalla chiesa Parrocchiale SS Pietro e Paolo, fino all’abitato Cadenzi, si supera il Torrente Larganza e si prosegue salendo fino al Maso Tesobbo e Maso Gretti (887 m.s.l.m.). La strada asfaltata termina ed inizia la forestale con fondo in terra battuta completamente immersa nel verde dei boschi prima di faggio per poi passare alle peccete ed abetine di S. Osvaldo (1400 m.s.l.m.) abiate da caprioli, cervi e camosci. Si arriva al Ristorante Bernardi ed al Rifugio Erterle dopo aver percorso circa 8 Km. Una variante è prevista presso la loc Voto in cui una diramazione della strada forestale prosegue vino al torrente  “Rio Argento” e si innesta sul percorso Erterli – Fraineri - Monte di Mezzo.Sentiero adatto a chi intende passare un’intera giornata sulla montagna di Roncegno.";Percorso;0;176;10
